Status,Characteristic,Shape,"Part number (#:Packing code)","L size","W size","T size","Temperature   characteristics","Rated   voltage",Capacitance,"Tolerance   of   capacitance",Notes
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C100JB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,10pF,±5%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C110GB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,11pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C110JB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,11pF,±5%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C120GB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,12pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C120JB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,12pF,±5%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C130GB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,13pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C130JB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,13pF,±5%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C150GB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,15pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C150JB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,15pF,±5%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C160GB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,16pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C160JB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,16pF,±5%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C180GB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,18pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C180JB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,18pF,±5%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R0BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.0pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R0CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.0pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R0WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.0pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R1BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.1pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R1CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.1pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R1WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.1pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R2BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.2pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R2CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.2pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R2WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.2pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R3BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.3pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R3CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.3pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R3WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.3pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R4BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.4pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R4CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.4pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R4WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.4pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R5BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.5pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R5CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.5pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R5WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.5pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R6BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.6pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R6CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.6pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R6WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.6pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R7BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.7pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R7CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.7pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R7WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.7pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R8BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.8pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R8CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.8pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R8WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.8pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R9BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.9pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R9CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.9pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C1R9WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,1.9pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C200GB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,20pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C200JB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,20pF,±5%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C220GB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,22pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C220JB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,22pF,±5%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R0BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.0pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R0CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.0pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R0WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.0pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R1BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.1pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R1CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.1pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R1WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.1pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R2BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.2pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R2CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.2pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R2WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.2pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R3BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.3pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R3CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.3pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R3WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.3pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R4BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.4pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R4CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.4pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R4WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.4pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R5BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.5pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R5CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.5pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R5WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.5pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R6BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.6pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R6CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.6pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R6WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.6pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R7BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.7pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R7CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.7pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R7WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.7pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R8BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.8pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R8CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.8pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R8WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.8pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R9BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.9pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R9CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.9pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C2R9WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,2.9pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R0BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.0pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R0CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.0pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R0WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.0pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R1BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.1pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R1CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.1pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R1WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.1pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R2BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.2pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R2CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.2pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R2WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.2pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R3BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.3pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R3CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.3pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R3WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.3pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R4BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.4pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R4CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.4pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R4WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.4pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R5BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.5pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R5CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.5pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R5WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.5pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R6BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.6pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R6CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.6pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R6WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.6pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R7BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.7pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R7CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.7pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R7WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.7pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R8BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.8pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R8CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.8pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R8WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.8pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R9BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.9pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R9CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.9pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C3R9WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,3.9pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R0BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.0pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R0CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.0pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R0WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.0pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R1BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.1pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R1CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.1pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R1WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.1pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R2BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.2pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R2CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.2pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R2WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.2pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0225C1C4R3BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","C0G (EIA)",16Vdc,4.3pF,±0.1pF,
