Status,Characteristic,Shape,"Part number (#:Packing code)","L size","W size","T size","Temperature   characteristics","Rated   voltage",Capacitance,"Tolerance   of   capacitance",Notes
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H5R5BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,5.5pF,±0.1pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H5R5CB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,5.5pF,±0.25pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H5R5DB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,5.5pF,±0.5pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H5R5WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,5.5pF,±0.05pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H5R6BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,5.6pF,±0.1pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H5R6CB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,5.6pF,±0.25pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H5R6DB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,5.6pF,±0.5pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H5R6WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,5.6pF,±0.05pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H5R7BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,5.7pF,±0.1pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H5R7CB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,5.7pF,±0.25pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H5R7DB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,5.7pF,±0.5pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H5R7WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,5.7pF,±0.05pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H5R8BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,5.8pF,±0.1pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H5R8CB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,5.8pF,±0.25pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H5R8DB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,5.8pF,±0.5pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H5R8WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,5.8pF,±0.05pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H5R9BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,5.9pF,±0.1pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H5R9CB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,5.9pF,±0.25pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H5R9DB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,5.9pF,±0.5pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H5R9WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,5.9pF,±0.05pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R0BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.0pF,±0.1pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R0CB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.0pF,±0.25pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R0DB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.0pF,±0.5pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R0WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.0pF,±0.05pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R1BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.1pF,±0.1pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R1CB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.1pF,±0.25pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R1DB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.1pF,±0.5pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R1WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.1pF,±0.05pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R2BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.2pF,±0.1pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R2CB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.2pF,±0.25pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R2DB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.2pF,±0.5pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R2WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.2pF,±0.05pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R3BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.3pF,±0.1pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R3CB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.3pF,±0.25pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R3DB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.3pF,±0.5pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R3WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.3pF,±0.05pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R4BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.4pF,±0.1pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R4CB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.4pF,±0.25pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R4DB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.4pF,±0.5pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R4WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.4pF,±0.05pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R5BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.5pF,±0.1pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R5CB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.5pF,±0.25pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R5DB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.5pF,±0.5pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R5WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.5pF,±0.05pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R6BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.6pF,±0.1pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R6CB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.6pF,±0.25pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R6DB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.6pF,±0.5pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R6WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.6pF,±0.05pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R7BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.7pF,±0.1pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R7CB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.7pF,±0.25pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R7DB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.7pF,±0.5pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R7WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.7pF,±0.05pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R8BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.8pF,±0.1pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R8CB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.8pF,±0.25pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R8DB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.8pF,±0.5pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1H6R8WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.8pF,±0.05pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1HR20WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.20pF,±0.05pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1HR30WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.30pF,±0.05pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1HR40WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.40pF,±0.05pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1HR50WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.50pF,±0.05pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1HR60WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.60pF,±0.05pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1HR70WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.70pF,±0.05pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1HR80WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.80pF,±0.05pF,Derating1
"In Production","General	Up to 125°C	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C1HR90WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.90pF,±0.05pF,Derating1
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A100GB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,10pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A110GB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,11pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A120GB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,12pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A130GB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,13pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A150GB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,15pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A1R0BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,1.0pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A1R0WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,1.0pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A1R1BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,1.1pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A1R1WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,1.1pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A1R2BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,1.2pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A1R2WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,1.2pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A1R3BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,1.3pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A1R3WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,1.3pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A1R4BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,1.4pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A1R4WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,1.4pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A1R5BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,1.5pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A1R5WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,1.5pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A1R6BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,1.6pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A1R6WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,1.6pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A1R7BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,1.7pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A1R7WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,1.7pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A1R8BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,1.8pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A1R8WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,1.8pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A1R9BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,1.9pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A1R9WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,1.9pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A2R0BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,2.0pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A2R0WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,2.0pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A2R1BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,2.1pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A2R1WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,2.1pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A2R2BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,2.2pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A2R2WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,2.2pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A2R3BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,2.3pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A2R3WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,2.3pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A2R4BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,2.4pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A2R4WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,2.4pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A2R5BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,2.5pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A2R5WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,2.5pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A2R6BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,2.6pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A2R6WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,2.6pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A2R7BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,2.7pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A2R7WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,2.7pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A2R8BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,2.8pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A2R8WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,2.8pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A2R9BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,2.9pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A2R9WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,2.9pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A3R0BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,3.0pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A3R0WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,3.0pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A3R1BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,3.1pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A3R1WB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,3.1pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0335C2A3R2BB01#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",100Vdc,3.2pF,±0.1pF,
